raw_text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
ㅈ같은 넘들 얘네 숏친게 분명함,같은 넘들 얘네 숏친게 분명함,ㅈ같은 넘들 얘네 숏친게 분명함,2024-09-26T10:29:03+09:00,0.238,0.709,0.053,1
뭐여 외인들 +여???,뭐여 외인들 여,뭐여 외인들 여???,2025-02-03T15:37:59+09:00,0.0648,0.912,0.0231,1
마 히야다,마 히야다,마 히야다,2023-08-30T09:03:56+09:00,0.0428,0.9094,0.0478,1
무서워서 ㅌㅌ,무서워서,무서워서 ㅌㅌ,2024-11-29T09:38:23+09:00,0.1007,0.8813,0.0181,1
"아까12시쯤에 113100에 팔았는데 팔고나니 한순간 훅 오르고 내리는거에 너무 일희일비하지말고 흐름을 보고 결정해야겠다는 생각이듬
아까팔지말걸 ㅡㅡ",아까12시쯤에 113100에 팔았는데 팔고나니 한순간 훅 오르고 내리는거에 너무 일희일비하지말고 흐름을 보고 결정해야겠다는 생각이듬 아까팔지말걸,아까12시쯤에 113100에 팔았는데 팔고나니 한순간 훅 오르고 내리는거에 너무 일희일비하지말고 흐름을 보고 결정해야겠다는 생각이듬 아까팔지말걸 ㅡㅡ,2023-06-09T15:01:52+09:00,0.4259,0.2551,0.319,0
쉿.' ..',쉿,쉿. ..,2021-09-14T09:21:53+09:00,0.0479,0.9334,0.0186,1
삼전에 450주 73000에 묶여있고 하이닉스70주 170000에 가지고 있는데 하닉 더 오를까요?삼전은 손실이 너무커서 2년 계획하고 버티려하는데 하닉 팔고 삼전에 올인할까요?20층까지 가지고 있을까요?,삼전에 450주 73000에 묶여있고 하이닉스70주 170000에 가지고 있는데 하닉 더 오를까요삼전은 손실이 너무커서 2년 계획하고 버티려하는데 하닉 팔고 삼전에 올인할까요20층까지 가지고 있을까요,삼전에 450주 73000에 묶여있고 하이닉스70주 170000에 가지고 있는데 하닉 더 오를까요?삼전은 손실이 너무커서 2년 계획하고 버티려하는데 하닉 팔고 삼전에 올인할까요?20층까지 가지고 있을까요?,2024-09-26T11:50:36+09:00,0.4224,0.354,0.2236,0
ㅣㄱ,,ㅣㄱ,2024-11-08T15:15:03+09:00,0.0612,0.9114,0.0274,1
"난 익절했지만 
그래도 한숨만 나온다..",난 익절했지만 그래도 한숨만 나온다,난 익절했지만 그래도 한숨만 나온다..,2024-09-30T15:13:14+09:00,0.0444,0.1503,0.8053,2
음  좀더살까 고민중 더가야되는데,음 좀더살까 고민중 더가야되는데,음 좀더살까 고민중 더가야되는데,2024-05-28T18:55:09+09:00,0.0631,0.6022,0.3346,1
"어제 하락예상하고 익절했는데
오늘 상승하니  좀 참을것
후회되네
주식 참 어렵네",어제 하락예상하고 익절했는데 오늘 상승하니 좀 참을것 후회되네 주식 참 어렵네,어제 하락예상하고 익절했는데 오늘 상승하니 좀 참을것 후회되네 주식 참 어렵네,2025-02-05T14:16:56+09:00,0.3392,0.1391,0.5217,2
"외인들이 사고 개미기관은 파네
ㅋㅋㅋㅋ쫄보 한국인들 덕분에 외국인만 돈벌어 갑니다",외인들이 사고 개미기관은 파네 쫄보 한국인들 덕분에 외국인만 돈벌어 갑니다,외인들이 사고 개미기관은 파네 ㅋㅋㅋㅋ쫄보 한국인들 덕분에 외국인만 돈벌어 갑니다,2024-06-13T13:25:07+09:00,0.4183,0.4135,0.1682,0
완젼 초상집이네 진짜,완젼 초상집이네 진짜,완젼 초상집이네 진짜,2021-08-12T15:20:29+09:00,0.3348,0.4876,0.1777,1
오전에 괜히 물탔다 ㅠㅠ,오전에 괜히 물탔다,오전에 괜히 물탔다 ㅠㅠ,2021-07-28T14:55:12+09:00,0.2125,0.71,0.0774,1
커피값 감사함둥,커피값 감사함둥,커피값 감사함둥,2025-01-07T15:32:45+09:00,0.0468,0.8567,0.0965,1
"저는 줄먹 하겠습니다 …!
다시 올게요",저는 줄먹 하겠습니다 다시 올게요,저는 줄먹 하겠습니다 ! 다시 올게요,2025-03-12T13:38:03+09:00,0.0299,0.7252,0.245,1
감사요,감사요,감사요,2024-05-16T13:42:56+09:00,0.0351,0.9418,0.0231,1
지금. 사도되나요?,지금 사도되나요,지금. 사도되나요?,2024-09-26T07:38:32+09:00,0.0478,0.9149,0.0373,1
그걸 못참구 팔어 쭉 올라가는데ㅠ,그걸 못참구 팔어 쭉 올라가는데,그걸 못참구 팔어 쭉 올라가는데ㅠ,2025-01-03T11:10:34+09:00,0.144,0.8242,0.0318,1
나름 잘 버티는데?,나름 잘 버티는데,나름 잘 버티는데?,2024-09-06T09:58:04+09:00,0.0878,0.8843,0.0279,1
초반에 빨리 나오세요 하이닉스가 너무좋아 미련이 있다면 일단 팔고 추세보고 다시드가세요. 애플 주요고객인 LG이노텍은 애플이 1%떨어지면 3~4%떨어짐. 엔비4.5%떨어졌는데 오늘 9%정도 떨어질듯,초반에 빨리 나오세요 하이닉스가 너무좋아 미련이 있다면 일단 팔고 추세보고 다시드가세요 애플 주요고객인 LG이노텍은 애플이 1떨어지면 34떨어짐 엔비45떨어졌는데 오늘 9정도 떨어질듯,초반에 빨리 나오세요 하이닉스가 너무좋아 미련이 있다면 일단 팔고 추세보고 다시드가세요. 애플 주요고객인 LG이노텍은 애플이 1떨어지면 34떨어짐. 엔비4.5떨어졌는데 오늘 9정도 떨어질듯,2024-10-16T08:12:31+09:00,0.3737,0.2517,0.3746,2
"와.. 저도 이런거 해보고 싶었어요 목표수익 달성 인증 ㅎ
작고소듕한 차익실현금 감사합니다
담에 또 올께요~",와 저도 이런거 해보고 싶었어요 목표수익 달성 인증 작고소듕한 차익실현금 감사합니다 담에 또 올께요,와.. 저도 이런거 해보고 싶었어요 목표수익 달성 인증 ㅎ 작고소듕한 차익실현금 감사합니다 담에 또 올께요,2023-05-26T14:46:18+09:00,0.1095,0.339,0.5515,2
물려도 하닉에물려야지 꽃게팔고 세일할때추매해야겠다,물려도 하닉에물려야지 꽃게팔고 세일할때추매해야겠다,물려도 하닉에물려야지 꽃게팔고 세일할때추매해야겠다,2024-04-18T18:13:55+09:00,0.7325,0.1608,0.1067,0
히히,히히,히히,2025-01-06T13:48:06+09:00,0.0521,0.9264,0.0215,1
진짜 들어오고 싶어서 안달난 사람이 많아서 해주는거임 이제 진짜 이가격 마지막!! 빨리 올라타~,진짜 들어오고 싶어서 안달난 사람이 많아서 해주는거임 이제 진짜 이가격 마지막 빨리 올라타,진짜 들어오고 싶어서 안달난 사람이 많아서 해주는거임 이제 진짜 이가격 마지막!! 빨리 올라타,2025-01-24T13:07:17+09:00,0.0816,0.1971,0.7212,2
도박주 끊고 24에 들어오자마자 개처물리네 짜증난다,도박주 끊고 24에 들어오자마자 개처물리네 짜증난다,도박주 끊고 24에 들어오자마자 개처물리네 짜증난다,2024-07-15T14:35:11+09:00,0.5481,0.3795,0.0724,0
20만닉스,20만닉스,20만닉스,2024-03-29T12:29:20+09:00,0.0507,0.9236,0.0257,1
"이거 30만 갈까요??

수요일에 평단 192,000원에 10개 일단 샀습니다.",이거 30만 갈까요 수요일에 평단 192000원에 10개 일단 샀습니다,"이거 30만 갈까요?? 수요일에 평단 192,000원에 10개 일단 샀습니다.",2024-06-07T09:31:15+09:00,0.1218,0.6264,0.2518,1
"아 오늘 정말 탈출하고싶다🥲
탈출하고 후련하게 연휴 보내고싶다🥲🥲",아 오늘 정말 탈출하고싶다 탈출하고 후련하게 연휴 보내고싶다,아 오늘 정말 탈출하고싶다 탈출하고 후련하게 연휴 보내고싶다,2024-05-03T10:40:25+09:00,0.1669,0.5738,0.2593,1
"장 시작 앞두고 이런 뉴스를 터트리나.
BNK 이민희 연구원",장 시작 앞두고 이런 뉴스를 터트리나 BNK 이민희 연구원,장 시작 앞두고 이런 뉴스를 터트리나. BNK 이민희 연구원,2024-08-27T07:43:12+09:00,0.1613,0.6929,0.1458,1
16만원에 물 못탄 내가 바보,16만원에 물 못탄 내가 바보,16만원에 물 못탄 내가 바보,2024-08-16T09:27:18+09:00,0.1924,0.7509,0.0566,1
"14만에 사서 20만에 파는게 가장 베스트
14만에서 기다리삼",14만에 사서 20만에 파는게 가장 베스트 14만에서 기다리삼,14만에 사서 20만에 파는게 가장 베스트 14만에서 기다리삼,2024-11-28T09:27:39+09:00,0.13,0.6565,0.2135,1
아..하닉이냐 한미냐 고민때리다가 한미갔는데 죽쓰는중ㅠ,아하닉이냐 한미냐 고민때리다가 한미갔는데 죽쓰는중,아..하닉이냐 한미냐 고민때리다가 한미갔는데 죽쓰는중ㅠ,2024-10-21T08:50:12+09:00,0.1356,0.7754,0.089,1
13에 잘 보내드렸네요. 다들 성투하세요!,13에 잘 보내드렸네요 다들 성투하세요,13에 잘 보내드렸네요. 다들 성투하세요!,2022-02-10T13:48:46+09:00,0.1714,0.6445,0.184,1
후 장초반 물타서 바로 손절,후 장초반 물타서 바로 손절,후 장초반 물타서 바로 손절,2024-09-04T09:24:44+09:00,0.3305,0.5808,0.0887,1
아무것도 모르는 사람들 패닉셀 시킬라고 장난질이 심하네 장열리기 전부터,아무것도 모르는 사람들 패닉셀 시킬라고 장난질이 심하네 장열리기 전부터,아무것도 모르는 사람들 패닉셀 시킬라고 장난질이 심하네 장열리기 전부터,2024-08-02T08:47:25+09:00,0.634,0.2804,0.0855,0
내일 오를거야....,내일 오를거야,내일 오를거야....,2024-11-11T15:09:22+09:00,0.0956,0.5222,0.3822,1
오늘 종가 19만원 중반 넘어서 끝나주기만 하면 낼 실적으로 21만원 넘어주고 빠지더라도 20만원대 안착만해주면 꾸준히 우상향 할거 같네요! 하닉 화이팅 !,오늘 종가 19만원 중반 넘어서 끝나주기만 하면 낼 실적으로 21만원 넘어주고 빠지더라도 20만원대 안착만해주면 꾸준히 우상향 할거 같네요 하닉 화이팅,오늘 종가 19만원 중반 넘어서 끝나주기만 하면 낼 실적으로 21만원 넘어주고 빠지더라도 20만원대 안착만해주면 꾸준히 우상향 할거 같네요! 하닉 화이팅 !,2024-10-23T11:43:57+09:00,0.1699,0.2208,0.6093,2
4월 20만갑니다!! 타실분 얼른 타시구 꽉잡으십숑,4월 20만갑니다 타실분 얼른 타시구 꽉잡으십숑,4월 20만갑니다!! 타실분 얼른 타시구 꽉잡으십숑,2024-03-25T09:04:48+09:00,0.0827,0.4559,0.4614,2
배당을 주나요?,배당을 주나요,배당을 주나요?,2021-12-03T14:32:18+09:00,0.09,0.8609,0.0491,1
어제 장 마칠때 쯤 680주 추매. 내심 불안했었는데 이게 이렇게 터질 줄이야..,어제 장 마칠때 쯤 680주 추매 내심 불안했었는데 이게 이렇게 터질 줄이야,어제 장 마칠때 쯤 680주 추매. 내심 불안했었는데 이게 이렇게 터질 줄이야..,2024-09-26T06:27:09+09:00,0.7747,0.1372,0.0882,0
코스닥 반도체 소식듣고 일부 이동합니다.👍😍😘,코스닥 반도체 소식듣고 일부 이동합니다,코스닥 반도체 소식듣고 일부 이동합니다.,2024-02-13T09:07:57+09:00,0.1523,0.7204,0.1273,1
줍줍 기회 또 오겠죠??,줍줍 기회 또 오겠죠,줍줍 기회 또 오겠죠??,2024-04-19T20:51:57+09:00,0.2286,0.6334,0.138,1
"오를 거여용.
내릴려고들 하겠지용.
하지만 오를 거에용~~~~😄
요걸 지켜야 하거든요.
똥꿈이나 꾸셔용🐷🐷🐖🐽🐷
돼지꿈이랑",오를 거여용 내릴려고들 하겠지용 하지만 오를 거에용 요걸 지켜야 하거든요 똥꿈이나 꾸셔용 돼지꿈이랑,오를 거여용. 내릴려고들 하겠지용. 하지만 오를 거에용 요걸 지켜야 하거든요. 똥꿈이나 꾸셔용 돼지꿈이랑,2024-12-18T01:26:30+09:00,0.2474,0.4543,0.2983,1
차트가 너무 좋아서 장마감까지 지켜보겠어요,차트가 너무 좋아서 장마감까지 지켜보겠어요,차트가 너무 좋아서 장마감까지 지켜보겠어요,2024-11-22T11:17:32+09:00,0.1336,0.7505,0.1159,1
왜이래,왜이래,왜이래,2024-04-19T10:50:58+09:00,0.0689,0.91,0.0211,1
215을 못가네,215을 못가네,215을 못가네,2025-03-26T14:27:02+09:00,0.1027,0.8476,0.0498,1
ㅇ?? 갑자기 또 먼일이래,갑자기 또 먼일이래,ㅇ?? 갑자기 또 먼일이래,2022-08-05T12:42:43+09:00,0.1187,0.8409,0.0404,1
"반도체 들어가서 개망한 케이스 저 같은 경우 있나요?
삼전 닉스 한미 SOXL 인텔 AMD 에 물려있어요 ㅠㅠ",반도체 들어가서 개망한 케이스 저 같은 경우 있나요 삼전 닉스 한미 SOXL 인텔 AMD 에 물려있어요,반도체 들어가서 개망한 케이스 저 같은 경우 있나요? 삼전 닉스 한미 SOXL 인텔 AMD 에 물려있어요 ㅠㅠ,2024-11-29T10:31:43+09:00,0.2264,0.6872,0.0864,1
"지난주 금요일 반도체 섹터 모두 안좋았고 (테크윙 제외), 바이오도 전반적으로는 파란색 종목들이 많았습니다.

왜 그랬을까???

(한미반도체) 어느 연구원 리포트는 빼고 이야기하죠.대외 통계를 좀 살펴보고 요인은 뭘까 생각을 주말 내내 하는 중입니다

● 반도체가 약세장이었던 요인 (내 생각)

1. 차익실현 (19.8만원대 매도)
2.(1번 차익 실현후 )대만증시로의 자금 이동
    > 대만가권 증시 상승세 (금:+1.88%)
       (5일선/20일선 골든크로스, 월봉 기준)
    > 10월부터 5일선과 20일선이 안정적으로
        간격 유지하며 정배열 상승
       * 여기에 전 날 TSMC 어닝 서프라이즈가
           좋은 분위기를 이끌어줬죠.

3. SK하이닉스가 (코스피내에서) 최근 급하게 
    상승한 편 (5일선/20일선 이격이 큼)
   > 기간조정 가능성 (박스권 내)

4. 환율상승 (10/17/ 금요일 개장전)
   > (환율상승시-항상 아님) 통상적으로는
       안전자산 선호 기인, 외국인 ""수급 약화""
   > 우리 입장에서는 환율상승이 수출업종에
       유리, 단, 외국인 수급을 말하는 것.
      
● 미국 시장 (금요일 장)
Nothing Special. 전반적으로는 Good

 1. 필라델피아 반도체 지수/엔비디아/인텔 : (+) 
    * 단, 엔비디아 usd 138이긴 한데,
        종가가 시가보다 낮게 마감 (파란색 캔들)
     > 이게 약간 찜찜

 2. 나스닥, 다우, S&P: 모두 (+)
     > S&P 연중 최고치
 3. 9월 소비판매 지표, 전월 비 0.4%p 상승
    > (생각보다) 미국 소비경제 견조
 4. 전주대비 실업수당 청구건수 ""감소""
 
 *** 3번 &4번 >>> 실물경제 상승 조짐

● 의견
- 미국 주요 반도체 시장은 전반적으로 상승세
- 반도체도 차별화됨(AI반도체> 레거시반도체)
- 하이닉스: 우상향(단, 가격/기간 조정 가능)",지난주 금요일 반도체 섹터 모두 안좋았고 테크윙 제외 바이오도 전반적으로는 파란색 종목들이 많았습니다 왜 그랬을까 한미반도체 어느 연구원 리포트는 빼고 이야기하죠대외 통계를 좀 살펴보고 요인은 뭘까 생각을 주말 내내 하는 중입니다 반도체가 약세장이었던 요인 내 생각 1 차익실현 198만원대 매도 21번 차익 실현후 대만증시로의 자금 이동 대만가권 증시 상승세 금188 5일선20일선 골든크로스 월봉 기준 10월부터 5일선과 20일선이 안정적으로 간격 유지하며 정배열 상승 여기에 전 날 TSMC 어닝 서프라이즈가 좋은 분위기를 이끌어줬죠 3 SK하이닉스가 코스피내에서 최근 급하게 상승한 편 5일선20일선 이격이 큼 기간조정 가능성 박스권 내 4 환율상승 1017 금요일 개장전 환율상승시항상 아님 통상적으로는 안전자산 선호 기인 외국인 수급 약화 우리 입장에서는 환율상승이 수출업종에 유리 단 외국인 수급을 말하는 것 미국 시장 금요일 장 Nothing Special 전반적으로는 Good 1 필라델피아 반도체 지수엔비디아인텔 단 엔비디아 usd 138이긴 한데 종가가 시가보다 낮게 마감 파란색 캔들 이게 약간 찜찜 2 나스닥 다우 SP 모두 SP 연중 최고치 3 9월 소비판매 지표 전월 비 04p 상승 생각보다 미국 소비경제 견조 4 전주대비 실업수당 청구건수 감소 3번 4번 실물경제 상승 조짐 의견 미국 주요 반도체 시장은 전반적으로 상승세 반도체도 차별화됨AI반도체 레거시반도체 하이닉스 우상향단 가격기간 조정 가능,"지난주 금요일 반도체 섹터 모두 안좋았고 테크윙 제외, 바이오도 전반적으로는 파란색 종목들이 많았습니다. 왜 그랬을까??? 한미반도체 어느 연구원 리포트는 빼고 이야기하죠.대외 통계를 좀 살펴보고 요인은 뭘까 생각을 주말 내내 하는 중입니다 반도체가 약세장이었던 요인 내 생각 1. 차익실현 19.8만원대 매도 2.1번 차익 실현후 대만증시로의 자금 이동 대만가권 증시 상승세 금1.88 5일선20일선 골든크로스, 월봉 기준 10월부터 5일선과 20일선이 안정적으로 간격 유지하며 정배열 상승 여기에 전 날 TSMC 어닝 서프라이즈가 좋은 분위기를 이끌어줬죠. 3. SK하이닉스가 코스피내에서 최근 급하게 상승한 편 5일선20일선 이격이 큼 기간조정 가능성 박스권 내 4. 환율상승 1017 금요일 개장전 환율상승시항상 아님 통상적으로는 안전자산 선호 기인, 외국인 수급 약화 우리 입장에서는 환율상승이 수출업종에 유리, 단, 외국인 수급을 말하는 것. 미국 시장 금요일 장 Nothing Special. 전반적으로는 Good 1. 필라델피아 반도체 지수엔비디아인텔 단, 엔비디아 usd 138이긴 한데, 종가가 시가보다 낮게 마감 파란색 캔들 이게 약간 찜찜 2. 나스닥, 다우, SP 모두 SP 연중 최고치 3. 9월 소비판매 지표, 전월 비 0.4p 상승 생각보다 미국 소비경제 견조 4. 전주대비 실업수당 청구건수 감소 3번 4번 실물경제 상승 조짐 의견 미국 주요 반도체 시장은 전반적으로 상승세 반도체도 차별화됨AI반도체 레거시반도체 하이닉스 우상향단, 가격기간 조정 가능",2024-10-20T02:19:27+09:00,0.2764,0.2364,0.4872,2
정신차려라. 좀 올려 팔아라.,정신차려라 좀 올려 팔아라,정신차려라. 좀 올려 팔아라.,2025-01-02T10:04:41+09:00,0.0807,0.4094,0.5099,2
"좀 더 매집하다가 올리겠지....
그렇겠지???",좀 더 매집하다가 올리겠지 그렇겠지,좀 더 매집하다가 올리겠지.... 그렇겠지???,2025-01-15T15:16:28+09:00,0.2705,0.498,0.2315,1
끝없는 상승이네 ㄷㄷ,끝없는 상승이네,끝없는 상승이네 ㄷㄷ,2024-06-19T09:52:52+09:00,0.3311,0.2426,0.4262,2
